ticker_base;ticker_b3_11;fundo_b3;razao_social_b3;duplicidade_ticker_b3;match_metodo;match_score;confianca;id_registro_fundo;cnpj_fundo;codigo_cvm_fundo;tipo_fundo_cvm;denominacao_fundo_cvm;situacao_fundo_cvm;data_registro_fundo;data_cancelamento_fundo;administrador_fundo;gestor_fundo;patrimonio_liq_fundo_cadastro;data_patrimonio_fundo_cadastro;id_registro_classe;cnpj_classe;codigo_cvm_classe;tipo_classe_cvm;denominacao_classe_cvm;situacao_classe_cvm;classificacao_classe;forma_condominio_classe;publico_alvo_classe;patrimonio_liq_classe_cadastro;data_patrimonio_classe_cadastro;auditor_classe;custodiante_classe;cad_fi_match_metodo;cad_fi_cnpj;cad_fi_situacao;cad_fi_classe_anbima;inf_diario_dt_competencia;inf_diario_vl_total;inf_diario_vl_quota;inf_diario_vl_patrim_liq;inf_diario_captc_dia;inf_diario_resg_dia;inf_diario_nr_cotistas;observacao_pendencia
RBRS;RBRS11;FII RIOB RR;RIO BRAVO RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1189;36.517.660/0001-91;320021;FII;RIO BRAVO RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2020-03-02;;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;RIO BRAVO INVESTIMENTOS LTDA;167053986.47;2025-05-31;34493;36.517.660/0001-91;10570;Classes de Cotas de Fundos FII;RIO BRAVO RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;73324984.58;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
RBVA;RBVA11;FII RIOB VA;RIO BRAVO RENDA VAREJO FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;617;15.576.907/0001-70;312032;FII;RIO BRAVO RENDA VAREJO FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2012-11-01;;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;RIO BRAVO INVESTIMENTOS LTDA;1663713577.77;2025-05-31;34157;15.576.907/0001-70;9369;Classes de Cotas de Fundos FII;RIO BRAVO RENDA VAREJO FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;1668456272.99;2026-03-31;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
RNGO;RNGO11;FII RIONEGRO;RIO NEGRO FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;602;15.006.286/0001-90;312014;FII;RIO NEGRO FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2012-06-04;;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;RIO BRAVO INVESTIMENTOS LTDA;224504093.26;2025-05-31;34146;15.006.286/0001-90;9334;Classes de Cotas de Fundos FII;RIO NEGRO FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;223572675.48;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
FRRE;FRRE11;FII FRRE;RIO REAL  ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2279;63.745.126/0001-05;325251;FII;RIO REAL  ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;2025-11-19;;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;FACT INVESTMENTS GESTAO DE RECURSOS LTDA;;;35305;63.745.126/0001-05;14036;Classes de Cotas de Fundos FII;RIO REAL  ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;;Fechado;;;;NEXT AUDITORES INDEPENDENTES S/S LTDA.;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RZAK;RZAK11;FII RIZA AKN;RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1194;36.642.219/0001-31;320072;FII;RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2020-09-02;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RIZA ALLOCATION GESTORA DE RECURSOS LTDA;759424964.77;2025-04-30;34495;36.642.219/0001-31;5851;Classes de Cotas de Fundos FII;RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;778297836.10;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
RZAT;RZAT11;FII ARCTIUM;RIZA ARCTIUM REAL ESTATE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;931;28.267.696/0001-36;317058;FII;RIZA ARCTIUM REAL ESTATE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2017-07-31;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RIZA DIRECT LENDING GESTORA DE RECURSOS LTDA.;431392161.26;2025-04-30;34317;28.267.696/0001-36;6262;Classes de Cotas de Fundos FII;RIZA ARCTIUM REAL ESTATE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;430680331.49;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
RZLC;RZLC11;FII RZLC;RIZA LECCI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1921;56.212.023/0001-14;324132;FII;RIZA LECCI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-08-01;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RIZA ALLOCATION GESTORA DE RECURSOS LTDA;49713814.14;2024-09-30;34989;56.212.023/0001-14;2216;Classes de Cotas de Fundos FII;RIZA LECCI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;;;161055076.85;2026-03-31;;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
RJDA;RJDA11;FII RJDA;RJDI FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;fundo_exato;0.98;Alta;2175;62.254.105/0001-24;325147;FII;RJDI FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2025-08-15;;BANCO GENIAL S.A.;;;;35010;57.285.563/0001-90;2470;Classes de Cotas de Fundos FII;CLASSE I DO RJDI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;45753822.65;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
SAPI;SAPI11;FII SAPI;SANTANDER PAPÉIS IMOBILIÁRIOS FUNDO DE  INVESTIMENTO IMOBILIÁRIO - RESP LIMITADA;NÃO;classe_exata;1.0;Alta;1682;51.646.298/0001-42;323086;FII;SANTANDER PAPÉIS IMOBILIÁRIOS FUNDO DE  INVESTIMENTO IMOBILIÁRIO - RESP LIMITADA;Em Funcionamento Normal;2023-08-01;;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;153955051.06;2025-05-31;34812;51.646.298/0001-42;12076;Classes de Cotas de Fundos FII;SANTANDER PAPÉIS IMOBILIÁRIOS FUNDO DE  INVESTIMENTO IMOBILIÁRIO - RESP LIMITADA;Em Funcionamento Normal;;Fechado;;295837093.90;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;;;;;;;;;;;;sem_inf_diario_202605
FISD;FISD11;FII DOMINGOS;SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;NÃO;classe_exata;1.0;Alta;626;16.543.270/0001-89;314005;FII;SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;Em Liquidação;2014-04-09;;RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;VCM GESTÃO DE CAPITAL LTDA;61514568.23;2025-02-28;34160;16.543.270/0001-89;4413;Classes de Cotas de Fundos FII;SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;Em Liquidação;;Fechado;;48641590.02;2026-04-30;AUDIPEC AUDITORIA E PERÍCIA CONTÁBIL S/S;RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;;;;;;;;;sem_inf_diario_202605
SCPF;SCPF11;FII SCP;SCP FII - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;392;1657856000105;397001;FII;SCP FII - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;1997-01-03;;BR-CAPITAL DTVM S.A.;;44569375.94;2025-05-31;34046;1657856000105;8958;Classes de Cotas de Fundos FII;SCP FII - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;41584648.05;2026-03-31;ECOVIS WFA AUDITORES INDEPENDENTES S/S;BR-CAPITAL DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
SEQR;SEQR11;FII SEQUOIA;SEQUÓIA III RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;470;9517273000182;319097;FII;SEQUÓIA III RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2019-12-31;;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;SEQUOIA FUNDOS DE INVESTIMENTOS LTDA.;154755666.99;2025-05-31;34077;9517273000182;10596;Classes de Cotas de Fundos FII;SEQUÓIA III RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;163324143.15;2026-03-31;MCS MARKUP AUDITORES INDEPENDENTES S/S LTDA;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;nome_exato;09.517.273/0001-82;CANCELADA;;;;;;;;;sem_inf_diario_202605
SHPH;SHPH11;FII HIGIENOP;SHOPPING PÁTIO HIGIENÓPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;417;3507519000159;399004;FII;SHOPPING PÁTIO HIGIENÓPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;1999-12-21;;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;619746094.70;2025-05-31;34049;3507519000159;8974;Classes de Cotas de Fundos FII;SHOPPING PÁTIO HIGIENÓPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;630918740.98;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
SHPP;SHPP11;FII SHPP;SHOPPING PÁTIO PAULISTA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE  LIMITADA;NÃO;classe_exata;1.0;Alta;2039;59.090.726/0001-05;325010;FII;SHOPPING PÁTIO PAULISTA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE  LIMITADA;Em Funcionamento Normal;2025-01-24;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;CAPITÂNIA ALTERNATIVES S/A;;;35084;59.090.726/0001-05;3760;Classes de Cotas de Fundos FII;SHOPPING PÁTIO PAULISTA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE  LIMITADA;Em Funcionamento Normal;;Fechado;;444417462.89;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
WPLZ;WPLZ11;FII W PLAZA;SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;468;9326861000139;308002;FII;SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2008-01-17;;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;HEDGE INVESTMENTS REAL ESTATE GESTÃO DE RECURSOS LTDA.;78161028.23;2025-05-31;34076;9326861000139;9083;Classes de Cotas de Fundos FII;SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;64701024.85;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;;;;;;;;;sem_inf_diario_202605
REIT;REIT11;FII REIT RIV;SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;633;16.841.067/0001-99;314003;FII;SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2014-03-10;;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;GV ATACAMA CAPITAL LTDA.;7907256.16;2025-05-31;34165;16.841.067/0001-99;9393;Classes de Cotas de Fundos FII;SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;Fechado;;7765988.16;2026-03-31;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
SJAU;SJAU11;FII SJ AU;SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;908;27.771.547/0001-47;317038;FII;SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2017-06-12;;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;159298371.84;2025-05-31;34307;27.771.547/0001-47;9873;Classes de Cotas de Fundos FII;SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;11836484.45;2026-03-31;ECOVIS WFA AUDITORES INDEPENDENTES S/S;;;;;;;;;;;;;sem_inf_diario_202605
SOLR;SOLR11;FII SOLARIUM;SOLARIUM FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;780;22.169.671/0001-13;316043;FII;SOLARIUM FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2016-10-07;;BANCO GENIAL S.A.;TAG INVESTIMENTOS LTDA;61311413.99;2025-05-31;34245;22.169.671/0001-13;7870;Classes de Cotas de Fundos FII;SOLARIUM FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;Fechado;;59969896.58;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
SPTW;SPTW11;FII SPTW PAX;SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;NÃO;classe_exata;1.0;Alta;615;15.538.445/0001-05;313017;FII;SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;Em Funcionamento Normal;2013-04-16;;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;PÁTRIA VBI ASSET MANAGEMENT LTDA.;104313704.44;2025-05-31;34155;15.538.445/0001-05;7749;Classes de Cotas de Fundos FII;SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;Em Funcionamento Normal;;Fechado;;97445821.39;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;ITAU UNIBANCO S.A.;;;;;;;;;;;;sem_inf_diario_202605
SPAF;SPAF11;FII SPA;SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;695;18.311.024/0001-27;316028;FII;SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2016-06-20;;BANCO GENIAL S.A.;;11041370.04;2025-05-31;34196;18.311.024/0001-27;7854;Classes de Cotas de Fundos FII;SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;12690588.27;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
LTMT;LTMT11;FII SPECIALE;SPECIALE BLUE REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1555;46.449.786/0001-20;322135;FII;SPECIALE BLUE REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2022-11-03;;BANCO DAYCOVAL S.A.;PORTOFINO GESTÃO DE RECURSOS LTDA.;11895462.33;2025-03-31;34728;46.449.786/0001-20;5258;Classes de Cotas de Fundos FII;SPECIALE BLUE REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;14678440.76;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO DAYCOVAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
DVLP;DVLP11;FII DVLP;SPECIALE REAL ESTATE DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1402;42.537.601/0001-88;321160;FII;SPECIALE REAL ESTATE DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2021-10-26;;BANCO DAYCOVAL S.A.;PORTOFINO GESTÃO DE RECURSOS LTDA.;73114965.25;2024-09-30;34627;42.537.601/0001-88;1155;Classes de Cotas de Fundos FII;SPECIALE REAL ESTATE DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;106468346.79;2026-03-31;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;BANCO DAYCOVAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
DVLT;DVLT11;FII DVLT;SPECIALE REAL ESTATE DEVELOPMENT II FUNDO DE INVESTIMENTO  IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1856;54.635.301/0001-10;324067;FII;SPECIALE REAL ESTATE DEVELOPMENT II FUNDO DE INVESTIMENTO  IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-04-08;;BANCO DAYCOVAL S.A.;PORTOFINO GESTÃO DE RECURSOS LTDA.;24374547.59;2024-09-30;34943;54.635.301/0001-10;1465;Classes de Cotas de Fundos FII;SPECIALE REAL ESTATE DEVELOPMENT II FUNDO DE INVESTIMENTO  IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;42222046.16;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO DAYCOVAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
PMFO;PMFO11;FII PMFO;SPECIALE REAL ESTATE FUND OF FUNDS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1618;50.135.849/0001-40;323023;FII;SPECIALE REAL ESTATE FUND OF FUNDS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2023-03-29;;BANCO DAYCOVAL S.A.;PORTOFINO GESTÃO DE RECURSOS LTDA.;83969452.67;2025-03-31;34766;50.135.849/0001-40;5266;Classes de Cotas de Fundos FII;SPECIALE REAL ESTATE FUND OF FUNDS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;88380987.36;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO DAYCOVAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
SPGM;SPGM11;FII SPGM;SPGM FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1764;53.127.942/0001-00;323171;FII;SPGM FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2023-12-07;;OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;27931870.13;2024-09-30;34874;53.127.942/0001-00;400;Classes de Cotas de Fundos FII;SPGM FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;;;73293013.25;2026-03-31;CLA - CLIFTON LARSON ALLEN BRASIL AUDITORES INDEPENDENTES LTDA;OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
SPG2;SPG211;FII SPG2;SPGM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1937;57.077.139/0001-50;324148;FII;SPGM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2024-08-29;;OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;1139166.43;2024-09-30;35002;57.077.139/0001-50;2372;Classes de Cotas de Fundos FII;SPGM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;;;82240092.11;2026-03-31;CLA - CLIFTON LARSON ALLEN BRASIL AUDITORES INDEPENDENTES LTDA;OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
SPXM;SPXM11;FII SPXM;SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER BRADESCO FII RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1954;57.378.678/0001-20;324165;FII;SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER BRADESCO FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-09-20;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;SPX REAL ESTATE GESTÃO DE RECURSOS LTDA.;;;35018;57.378.678/0001-20;2542;Classes de Cotas de Fundos FII;SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER BRADESCO FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;9260515.46;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
SPXL;SPXL11;FII SPXL;SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER INSTITUCIONAL FII RESP LIMITADA;NÃO;classe_exata;1.0;Alta;1868;55.074.554/0001-25;324078;FII;SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER INSTITUCIONAL FII RESP LIMITADA;Em Funcionamento Normal;2024-05-09;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;SPX REAL ESTATE GESTÃO DE RECURSOS LTDA.;;;34951;55.074.554/0001-25;1546;Classes de Cotas de Fundos FII;SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER INSTITUCIONAL FII RESP LIMITADA;Em Funcionamento Normal;;Fechado;;39385724.32;2026-03-31;;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
SPXG;SPXG11;FII SPXG;SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER PRIVATE FII RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1891;55.611.150/0001-23;324101;FII;SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER PRIVATE FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-06-20;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;SPX REAL ESTATE GESTÃO DE RECURSOS LTDA.;;;34968;55.611.150/0001-23;1899;Classes de Cotas de Fundos FII;SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER PRIVATE FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;;;7570721.17;2026-03-31;;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
SPXS;SPXS11;FII SPX SYN;SPX REAL ESTATE MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1434;43.010.543/0001-00;322066;FII;SPX REAL ESTATE MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2022-05-17;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;SPX REAL ESTATE GESTÃO DE RECURSOS LTDA.;189949414.96;2025-04-30;34646;43.010.543/0001-00;6904;Classes de Cotas de Fundos FII;SPX REAL ESTATE MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;190658136.85;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
